question,topic,confidence,btc_direction
Will the Liberals win between 100-119 seats in the next Canadian Election?,other,0.342,0
Will the Liberals win between 140-149 seats in the next Canadian Election?,other,0.327,0
Will the Liberals win between 150-159 seats in the next Canadian Election?,other,0.314,0
Will the Liberals win between 160-169 seats in the next Canadian Election?,other,0.319,0
Will the Liberals win between 180-189 seats in the next Canadian Election?,other,0.318,0
Will the Liberals win between 190-210 seats in the next Canadian Election?,other,0.313,0
Will the Liberals win more than 210 seats in the next Canadian Election?,other,0.3,0
U.S. Federal judge impeached before July?,other,0.269,0
Fed decreases interest rates by 50+ bps after July 2025 meeting?,Federal Reserve interest rate cut,0.854,1
Fed decreases interest rates by 25 bps after July 2025 meeting?,Federal Reserve interest rate cut,0.825,1
No change in Fed interest rates after July 2025 meeting?,other,0.438,0
Fed increases interest rates by 25+ bps after July 2025 meeting?,Federal Reserve interest rate hike,0.876,-1
"Will Jerome Powell say ""Trump"" during the May meeting?",other,0.255,0
"Will Jerome Powell say ""recession"" during the May meeting?",other,0.266,0
Senate passes bill to purchase 1m Bitcoin in 2025?,Bitcoin price target,0.384,1
Trump announces buffer zone on Mexico border before May?,Trump policy and executive order,0.586,1
Will Bloc Quebecois win between 16 and 20 seats in the next Canadian Election?,other,0.388,0
Will Bloc Quebecois win between 26 and 30 seats in the next Canadian Election?,other,0.379,0
Will NDP win 9 or less seats in the next Canadian Election?,other,0.362,0
Will NDP win between 16 and 20 seats in the next Canadian Election?,other,0.332,0
Will NDP win between 26 and 30 seats in the next Canadian Election?,other,0.332,0
Will the Green Party win 0 seats in the next Canadian Election?,other,0.395,0
Will the Green Party win 1 seat in the next Canadian Election?,other,0.388,0
Will the Green Party win 4 seats in the next Canadian Election?,other,0.356,0
Will the PPC win 0 seats in the next Canadian Election?,other,0.324,0
Will the PPC win 1 seat in the next Canadian Election?,other,0.338,0
Will the PPC win 2 seats in the next Canadian Election?,other,0.318,0
Will the PPC win 3 seats in the next Canadian Election?,other,0.305,0
Will the PPC win 4 seats in the next Canadian Election?,other,0.313,0
Will the PPC win 5 or more seats in the next Canadian Election?,other,0.282,0
Will Conor McGregor win the Irish Presidential Election?,other,0.334,0
Will Peter Casey win the Irish Presidential Election?,other,0.324,0
Will Frances Fitzgerald win the Irish Presidential Election?,other,0.372,0
Will Bertie Ahern win the Irish Presidential Election?,other,0.367,0
Will Cynthia Ní Mhurchú win the Irish Presidential Election?,other,0.376,0
Will Jarlath Burns win the Irish Presidential Election?,other,0.342,0
Will Barry Andrews win the Irish Presidential Election?,other,0.324,0
Will Jim Gavin win the Irish Presidential Election?,global politics and foreign elections,0.351,0
Will Mary Lou McDonald win the Irish Presidential Election?,other,0.313,0
Will Michelle O’Neill win the Irish Presidential Election?,other,0.382,0
Will Micheal Martin win the Irish Presidential Election?,other,0.373,0
Will Maria Steen win the Irish Presidential Election?,global politics and foreign elections,0.347,0
Will Frances Black win the Irish Presidential Election?,other,0.313,0
Will Heather Humphreys win the Irish Presidential Election?,global politics and foreign elections,0.294,0
Will Catherine Connolly win the Irish Presidential Election?,other,0.381,0
Will Fergus Finlay win the Irish Presidential Election?,other,0.379,0
Will Emily O'Reilly win the Irish Presidential Election?,other,0.338,0
Will Michael McDowell win the Irish Presidential Election?,global politics and foreign elections,0.325,0
Will the Conservative Party win the third most seats in the next Canadian Election?,other,0.286,0
Will the Bloc Québécois win the third most seats in the next Canadian Election?,other,0.36,0
Will another party win the third most seats in the next Canadian Election?,other,0.688,0
Trump says Moon Landing faked in 2025?,other,0.554,0
Barron Trump public statement before July?,other,0.565,0
Trump says US will join Commonwealth before May?,other,0.349,0
Will Erdogan repeal presidential term limits?,other,0.378,0
Tiger Woods x Vanessa Trump engaged in 2025?,other,0.534,0
Will Marcela-Lavinia Șandru advance to the Romanian Presidential Election Runoff?,other,0.38,0
Will Silviu Predoiu advance to the Romanian Presidential Election Runoff?,other,0.348,0
Mike Waltz out of Trump administration before May?,other,0.439,0
Will ETH hard fork before June?,Ethereum price target,0.323,1
Will SPD win the most seats in the next Czech parliamentary election?,other,0.317,0
Will Pirates win the most seats in the next Czech parliamentary election?,other,0.349,0
Will AUTO win the most seats in the next Czech parliamentary election?,crypto ban or negative regulation,0.257,-1
Will SOCDEM win the most seats in the next Czech parliamentary election?,other,0.255,0
Will Stačilo! win the most seats in the next Czech parliamentary election?,other,0.292,0
Jagmeet Singh out as leader of New Democrats before June?,other,0.446,0
Will the Conservative Party win the most seats in Ontario in the next Canadian Election?,other,0.24,0
Will the Green Party win the most seats in Ontario in the next Canadian Election?,other,0.291,0
Will the Conservative Party win the most seats in Quebec in the next Canadian Election?,other,0.25,0
Will the People's Party win the most seats in Quebec in the next Canadian Election?,other,0.299,0
Will another party win the most seats in Quebec in the next Canadian Election?,other,0.72,0
Judge Boasberg holds Trump administration in contempt of court before May?,other,0.254,0
Pete Hegseth out as Secretary of Defense before July?,other,0.33,0
Will Trump remove municipal bond tax exemption in 2025?,other,0.359,0
Will the New Democratic Party win the most seats in British Columbia in the next Canadian Election?,crypto ban or negative regulation,0.28,-1
Will the People's Party win the most seats in British Columbia in the next Canadian Election?,other,0.296,0
Will another party win the most seats in British Columbia in the next Canadian Election?,other,0.741,0
Will the Bloc Québécois win the most seats in Alberta in the next Canadian Election?,other,0.332,0
Will the New Democratic Party win the most seats in Alberta in the next Canadian Election?,other,0.285,0
Will the Green Party win the most seats in Alberta in the next Canadian Election?,other,0.32,0
Will Robert F. Kennedy Jr. leave the Trump administration in 2025?,other,0.388,0
Will Karoline Leavitt leave the Trump administration in 2025?,other,0.383,0
Will Pete Hegseth leave the Trump administration in 2025?,other,0.402,0
Will Marco Rubio leave the Trump administration in 2025?,other,0.417,0
Will Scott Bessent leave the Trump administration in 2025?,other,0.421,0
Will Tulsi Gabbard leave the Trump administration in 2025?,other,0.461,0
Will Pam Bondi leave the Trump administration in 2025?,other,0.405,0
Will Lee Zeldin leave the Trump administration in 2025?,other,0.407,0
Will Mike Waltz leave the Trump administration in 2025?,other,0.483,0
Will Howard Lutnick leave the Trump administration in 2025?,other,0.432,0
Will Melania Trump be deported?,crypto ban or negative regulation,0.404,-1
Another S&P 500 Company buys Bitcoin before May?,other,0.78,0
Will Donald Trump sign 10-14 executive orders in April?,Trump policy and executive order,0.526,1
Will Donald Trump sign 15-19 executive orders in April?,Trump policy and executive order,0.537,1
Will Donald Trump sign 20-24 executive orders in April?,Trump policy and executive order,0.536,1
Will Donald Trump sign 25-29 executive orders in April?,Trump policy and executive order,0.545,1
Will Donald Trump sign 30 or more executive orders in April?,Trump policy and executive order,0.56,1
Will Donald Trump sign an executive order on April 4?,Trump policy and executive order,0.416,1
Trump announce run for 3rd term?,other,0.326,0
Will Apple be the largest company in the world by market cap on April 30?,other,0.289,0
Will Amazon be the largest company in the world by market cap on April 30?,other,0.337,0
Will NVIDIA be the largest company in the world by market cap on April 30?,other,0.34,0
Will Microsoft be the largest company in the world by market cap on April 30?,other,0.313,0
Will MicroStrategy hold 550k+ BTC before May?,MicroStrategy or corporate Bitcoin holding,0.435,1
Will JD Vance announce Presidential run in 2025?,other,0.516,0
Bitcoin Up or Down in April?,Bitcoin price target,0.65,1
Bitcoin all time high in April?,Bitcoin price target,0.729,1
Will Bitcoin reach $200k in April?,Bitcoin price target,0.694,1
Will Bitcoin reach $150k in April?,Bitcoin price target,0.698,1
Will Bitcoin reach $120k in April?,Bitcoin price target,0.685,1
Will Bitcoin reach $110k in April?,Bitcoin price target,0.683,1
Will Bitcoin reach $90k in April?,Bitcoin price target,0.68,1
Will Bitcoin dip to $75k in April?,Bitcoin price target,0.553,1
Will Bitcoin dip to $70k in April?,Bitcoin price target,0.546,1
Will Bitcoin dip to $50k in April?,Bitcoin price target,0.545,1
Will Bitcoin dip to $40k in April?,Bitcoin price target,0.549,1
Ethereum all time high in April?,Ethereum price target,0.712,1
Ethereum Up or Down in April?,Ethereum price target,0.605,1
Will Ethereum reach $8000 in April?,Ethereum price target,0.641,1
Will Ethereum reach $6000 in April?,Ethereum price target,0.638,1
Will Ethereum reach $5000 in April?,Ethereum price target,0.642,1
Will Ethereum reach $2400 in April?,Ethereum price target,0.639,1
Will Ethereum reach $2200 in April?,Ethereum price target,0.662,1
Will Ethereum dip to $1000 in April?,Ethereum price target,0.582,1
Will Ethereum dip to $1200 in April?,Ethereum price target,0.585,1
Solana all time high in April?,Solana price target,0.455,1
Solana Up or Down in April?,other,0.442,0
Will Solana reach $210 in April?,Solana price target,0.535,1
Will Solana reach $190 in April?,Solana price target,0.542,1
Will Solana reach $170 in April?,Solana price target,0.53,1
Will Solana reach $150 in April?,Solana price target,0.545,1
Trump x Ukraine mineral deal signed before May?,other,0.521,0
Trump meets with Carney in April?,other,0.488,0
Trump approval >45% on May 1?,other,0.348,0
Will the Conservative Party win the most seats in Manitoba in the next Canadian Election?,other,0.268,0
Will the Liberal Party win the most seats in Manitoba in the next Canadian Election?,other,0.295,0
Will another party win the most seats in Manitoba in the next Canadian Election?,other,0.751,0
Will the Liberal Party win the most seats in Saskatchewan in the next Canadian Election?,other,0.283,0
Will the New Democratic Party win the most seats in Saskatchewan in the next Canadian Election?,other,0.288,0
Will another party win the most seats in Saskatchewan in the next Canadian Election?,other,0.739,0
Will another party win the most seats in Nova Scotia in the next Canadian Election?,other,0.764,0
Will the Liberal Party win the most seats in New Brunswick in the next Canadian Election?,other,0.285,0
Will the New Democratic Party win the most seats in New Brunswick in the next Canadian Election?,other,0.288,0
Will the Conservative Party win the most seats in Newfoundland and Labrador in the next Canadian Election?,crypto ban or negative regulation,0.258,-1
Will the Liberal Party win the most seats in Newfoundland and Labrador in the next Canadian Election?,other,0.267,0
Will the New Democratic Party win the most seats in Newfoundland and Labrador in the next Canadian Election?,other,0.295,0
Will another party win the most seats in Newfoundland and Labrador in the next Canadian Election?,other,0.726,0
Will the Conservative Party win the most seats in Prince Edward Island in the next Canadian Election?,other,0.265,0
Will the New Democratic Party win the most seats in Prince Edward Island in the next Canadian Election?,other,0.294,0
Will the Conservative Party win the Yukon seat in the next Canadian Election?,other,0.337,0
Will the Liberal Party win the Yukon seat in the next Canadian Election?,other,0.347,0
Will the New Democratic Party win the Yukon seat in the next Canadian Election?,other,0.377,0
Will another party win the Yukon seat in the next Canadian Election?,other,0.745,0
Will the Liberal Party win the Northwest Territories seat in the next Canadian Election?,other,0.32,0
Will the New Democratic Party win the Northwest Territories seat in the next Canadian Election?,other,0.342,0
Will another party win the Northwest Territories seat in the next Canadian Election?,other,0.727,0
Will the Conservative Party win the Nunavut seat in the next Canadian Election?,other,0.377,0
Will the New Democratic Party win the Nunavut seat in the next Canadian Election?,other,0.401,0
Will another party win the Nunavut seat in the next Canadian Election?,other,0.76,0
Will Trump cut NPR funding in April?,crypto ban or negative regulation,0.311,-1
Will Trump remove 10% blanket tariff in April?,other,0.286,0
